species_name,classification,source
Alternaria conjuncta,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; Pleosporaceae; Alternaria; Alternaria sect. Infectoriae,NCBI
Alternaria incomplexa,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; Pleosporaceae; Alternaria; Alternaria sect. Infectoriae,NCBI
Alternaria arbusti,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; Pleosporaceae; Alternaria; Alternaria sect. Infectoriae,NCBI
Alternaria ethzedia,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; Pleosporaceae; Alternaria; Alternaria sect. Infectoriae,NCBI
Alternaria sp,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; Pleosporaceae; Alternaria; unclassified Alternaria,NCBI
Alternaria hordeiaustralica,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; Pleosporaceae; Alternaria; Alternaria sect. Infectoriae,NCBI
Alternaria novae,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; Pleosporaceae,NCBI
Alternaria ventricosa,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; Pleosporaceae; Alternaria; Alternaria sect. Infectoriae,NCBI
Alternaria triticimaculans,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; Pleosporaceae; Alternaria; Alternaria sect. Infectoriae,NCBI
Alternaria viburni,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; Pleosporaceae; Alternaria; Alternaria sect. Infectoriae,NCBI
Alternaria metachromatica,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; Pleosporaceae; Alternaria; Alternaria sect. Infectoriae,NCBI
Fusarium oligoseptatum,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Fusarium; Fusarium solani species complex,NCBI
Pestalotiopsis sp,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Sporocadaceae; Pestalotiopsis; unclassified Pestalotiopsis,NCBI
Circinella minor,cellular organisms; Eukaryota; Opisthokonta; Fungi; Fungi incertae sedis; Mucoromycota; Mucoromycotina; Mucoromycetes; Mucorales; Lichtheimiaceae; Circinella,NCBI
Candida margitis,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Debaryomycetaceae; Candida/Lodderomyces clade; Candida,NCBI
Aspergillus affinis,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Aspergillus,NCBI
Colletotrichum abscissum,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Hypocreomycetidae; Glomerellales; Glomerellaceae; Colletotrichum; Colletotrichum acutatum species complex,NCBI
Colletotrichum filicis,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Hypocreomycetidae; Glomerellales; Glomerellaceae; Colletotrichum; Colletotrichum acutatum species complex,NCBI
Diaporthe ilicicola,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Sordariomycetidae; Diaporthales; Diaporthaceae; Diaporthe,NCBI
Candida railenensis,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Debaryomycetaceae; Kurtzmaniella,NCBI
Jackrogersella minutella,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Hypoxylaceae; Jackrogersella,NCBI
Fusarium solani,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Fusarium; Fusarium solani species complex,NCBI
Curvularia clavata,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; Pleosporaceae; Curvularia,NCBI
Cyclocybe aegerita,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Agaricales; Agaricineae; Bolbitiaceae; Cyclocybe,NCBI
Nemania sp,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Nemania; unclassified Nemania,NCBI
Neoarthrinium moseri,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariomycetidae incertae sedis; Neoarthrinium,NCBI
Xylaria intraflava,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Xylaria,NCBI
Poronia punctata,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Poronia,NCBI
Daldinia bambusicola,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Hypoxylaceae; Daldinia,NCBI
Xylaria castorea,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Xylaria,NCBI
Hypoxylon cercidicola,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Hypoxylaceae; Hypoxylon,NCBI
Hypoxylon sp,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Hypoxylaceae; Hypoxylon; unclassified Hypoxylon,NCBI
Xylaria scruposa,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Xylaria,NCBI
Daldinia decipiens,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Hypoxylaceae; Daldinia,NCBI
Daldinia loculata,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Hypoxylaceae; Daldinia,NCBI
Acarospora aff,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; Acarosporomycetidae; Acarosporales; Acarosporaceae,NCBI
Agyrium rufum,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Ostropomycetidae; Pertusariales; Pertusariaceae; Agyrium,NCBI
Icmadophila ericetorum,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Ostropomycetidae; Pertusariales; Icmadophilaceae; Icmadophila,NCBI
Hypocenomyce scalaris,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Umbilicariomycetidae; Umbilicariales; Ophioparmaceae; Hypocenomyce,NCBI
Lambiella insularis,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Ostropomycetidae; Trapeliales; Trapeliaceae; Lambiella,NCBI
Bachmanniomyces sp,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Ostropomycetidae; Ostropomycetidae incertae sedis,NCBI
Lignoscripta atroalba,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Ostropomycetidae; Trapeliales; Trapeliaceae; Lignoscripta,NCBI
Lobaria immixta,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Lecanoromycetidae; Peltigerales; Peltigerineae; Lobariaceae; Lobaria,NCBI
Mycoblastus sanguinarius,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Lecanoromycetidae; Lecanorales; Lecanorineae; Mycoblastaceae; Mycoblastus,NCBI
Loxospora ochrophaea,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Ostropomycetidae; Sarrameanales; Sarrameanaceae; Loxospora,NCBI
Peltigera leucophlebia,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Lecanoromycetidae; Peltigerales; Peltigerineae; Peltigeraceae; Peltigera,NCBI
Pseudocyphellaria aurata,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Lecanoromycetidae; Peltigerales; Peltigerineae; Lobariaceae; Pseudocyphellaria,NCBI
Ptychographa xylographoides,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Ostropomycetidae; Trapeliales; Trapeliaceae; Ptychographa,NCBI
Puttea exsequens,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Lecanoromycetidae; Lecanorales; Lecanorales incertae sedis; Puttea,NCBI
Schaereria dolodes,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Ostropomycetidae; Sarrameanales; Sarrameneales incertae sedis; Schaereria,NCBI
Thelotrema lepadinum,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Ostropomycetidae; Ostropales; Graphidaceae; Graphidoideae; Thelotremateae; Thelotrema,NCBI
Toensbergia leucococca,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Lecanoromycetidae; Rhizocarpales; Sporastatiaceae; Toensbergia,NCBI
Trapelia coarctata,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Ostropomycetidae; Trapeliales; Trapeliaceae; Trapelia,NCBI
Varicellaria rhodocarpa,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Ostropomycetidae; Pertusariales; Pertusariaceae; Varicellaria,NCBI
Xylographa bjoerkii,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Ostropomycetidae; Trapeliales; Trapeliaceae; Xylographa,NCBI
Xylographa carneopallida,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Ostropomycetidae; Trapeliales; Trapeliaceae; Xylographa,NCBI
Xylographa opegraphella,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Ostropomycetidae; Trapeliales; Trapeliaceae; Xylographa,NCBI
Xylographa pallens,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Ostropomycetidae; Trapeliales; Trapeliaceae; Xylographa,NCBI
Xylographa soralifera,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Ostropomycetidae; Trapeliales; Trapeliaceae; Xylographa,NCBI
Xylographa trunciseda,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Ostropomycetidae; Trapeliales; Trapeliaceae; Xylographa,NCBI
Xylographa vitiligo,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Ostropomycetidae; Trapeliales; Trapeliaceae; Xylographa,NCBI
Exophiala sp,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Eurotiomycetes; Chaetothyriomycetidae; Chaetothyriales; Herpotrichiellaceae; Exophiala; unclassified Exophiala,NCBI
Biscogniauxia marginata,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Biscogniauxia,NCBI
Annulohypoxylon moriforme,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Hypoxylaceae; Annulohypoxylon,NCBI
Xylaria sp,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Xylaria; unclassified Xylaria,NCBI
Hypoxylon fuscum,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Hypoxylaceae; Hypoxylon,NCBI
Hypoxylon crocopeplum,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Hypoxylaceae; Hypoxylon,NCBI
Xylaria venustula,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Xylaria,NCBI
Mortierella claussenii,cellular organisms; Eukaryota; Opisthokonta; Fungi; Fungi incertae sedis; Mucoromycota; Mortierellomycotina; Mortierellomycetes; Mortierellales; Mortierellaceae; Mortierella,NCBI
Nemania serpens,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Nemania,NCBI
Nemania abortiva,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Nemania,NCBI
Rostrohypoxylon terebratum,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Hypoxylaceae; Rostrohypoxylon,NCBI
Whalleya microplaca,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Whalleya,NCBI
Xylaria arbuscula,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Xylaria,NCBI
Zalerion maritima,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Lulworthiomycetidae; Lulworthiales; Lulworthiaceae; Zalerion,NCBI
Podosphaera aphanis,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Leotiomycetes; Erysiphales; Erysiphaceae; Podosphaera,NCBI
Fusarium chuoi,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Fusarium; Fusarium fujikuroi species complex,NCBI
Xylaria digitata,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Xylaria,NCBI
Purpureocillium takamizusanense,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Hypocreomycetidae; Hypocreales; Ophiocordycipitaceae; Purpureocillium,NCBI
Annulohypoxylon nitens,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Hypoxylaceae; Annulohypoxylon,NCBI
Annulohypoxylon maeteangense,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Hypoxylaceae; Annulohypoxylon,NCBI
